event,lnBayes
GW150914,0.06950607
GW150914,1.2367985
GW150914,1.56092
GW150914,1.1447817
GW150914,1.0815988
GW150914,0.4491188
GW150914,1.1728287
GW150914,0.17822884
GW150914,1.5989854
GW150914,0.92835903
GW150914,0.9323722
GW151012,1.5553414
GW151012,0.78307414
GW151012,1.5551257
GW151012,1.9590263
GW151012,0.707876
GW151012,0.732559
GW151012,1.7344688
GW151012,1.2539017
GW151012,2.4271455
GW151012,0.31279242
GW151012,0.9901689
GW151012,-0.26943025
GW151012,-0.37020037
GW151012,2.509446
GW151012,1.796248
GW151012,1.5880035
GW151012,1.2023114
GW151012,1.7833525
GW151012,0.48302865
GW151012,0.54662603
GW151012,1.9752349
GW151012,3.0976615
GW151012,0.006161385
GW151012,-0.07418304
GW151012,2.8808827
GW151012,0.14902571
GW151012,0.2006663
GW151012,2.3184931
GW151012,0.7465491
GW151012,2.1323957
GW151012,0.9319659
GW151012,-0.21739061
GW151012,1.7124792
GW151012,0.8455173
GW151012,1.8100028
GW151012,1.3681171
GW151012,1.076631
GW151012,1.7805285
GW151012,1.4014155
GW151012,0.86469233
GW151012,2.0832777
GW151012,0.7248446
GW151012,0.08560601
GW151012,0.051684078
GW151012,-0.22779858
GW151012,0.042380914
GW151012,-0.058599353
GW151012,0.07350013
GW151012,1.2649237
GW151012,0.55367637
GW151012,-0.10569067
GW151012,0.44854122
GW151012,1.4101621
GW151012,0.39150804
GW151012,1.2382222
GW151012,1.3427913
GW151012,2.9648707
GW151012,3.5107481
GW151012,-0.14521384
GW151012,0.57143897
GW151012,0.61032796
GW151012,4.1331286
GW151012,0.58779204
GW151012,0.5075966
GW151012,0.50374216
GW151012,0.2552675
GW151012,0.7634528
GW151012,0.8843311
GW151012,0.68792325
GW151012,1.3725752
GW151012,0.7645748
GW151012,0.83314455
GW151012,-0.077673666
GW151012,0.19873264
GW151012,1.3446094
GW151012,1.1250986
GW151012,1.3007388
GW151012,0.57106614
GW151012,1.4853541
GW151012,1.4853541
GW151012,2.094794
GW151012,0.9496565
GW151012,0.3437275
GW151012,2.2993908
GW151012,2.4902635
GW151012,-0.20454128
GW151012,1.4071316
GW151012,0.26276258
GW151012,1.972151
GW151012,1.1341833
GW151012,0.47914273
GW151012,0.27477905
GW151012,1.5046072
GW151012,1.1652988
GW151012,1.3193243
GW151012,0.56244844
GW151012,1.2562748
GW151012,0.88336384
GW151012,0.8061366
GW151012,1.2141283
GW151012,0.49222127
GW151012,1.7834179
GW151012,0.31384963
GW151012,0.3319894
GW151012,1.4896716
GW151012,1.4896716
GW151012,0.4271862
GW151012,1.7869798
GW151012,1.8165064
GW151012,0.70459193
GW151012,0.5057521
GW151012,0.84634376
GW151012,0.5289994
GW151012,1.3350027
GW151012,0.30656174
GW151012,0.8855941
GW151012,1.0775986
GW151012,1.0878165
GW151012,0.99727964
GW151012,1.5105946
GW151012,0.5710132
GW151012,1.468582
GW151012,1.5654881
GW151012,1.5562873
GW151012,1.6161973
GW151012,0.95336884
GW151012,1.2454288
GW151012,0.8711674
GW151012,0.24689284
GW151012,2.5975282
GW151012,0.3336778
GW151012,1.1026971
GW151012,0.44029477
GW151012,1.4869642
GW151012,0.60914266
GW151012,0.95593226
GW151012,0.87518483
GW151012,0.25038671
GW151012,0.031116076
GW151012,0.82953465
GW151012,1.1470627
GW151012,0.6545402
GW151012,0.92432624
GW151012,-0.03960533
GW151012,0.86183286
GW151012,0.06181253
GW151012,2.3757448
GW151012,0.79439974
GW151012,1.139517
GW151012,0.30149388
GW151012,0.93134785
GW151012,0.34292644
GW151012,0.11226066
GW151012,1.5302773
GW151012,0.11191026
GW151012,0.5208839
GW151012,2.0895884
GW151012,0.63919944
GW151012,2.2281199
GW151012,0.11200022
GW151012,1.991302
GW151012,1.6855326
GW151012,1.072503
GW151012,0.26991552
GW151012,0.42583543
GW151012,0.8426325
GW151012,1.2405211
GW151012,1.5091572
GW151012,0.3260771
GW151012,2.063613
GW151012,0.52907956
GW151012,1.6917663
GW151012,1.5493199
GW151012,1.1769022
GW151012,0.029899217
GW151012,1.3258256
GW151012,0.60866344
GW151012,-0.02014351
GW151012,0.26052552
GW151012,0.14013617
GW151012,0.42256528
GW151012,1.0933453
GW151012,1.0032908
GW151012,1.3309412
GW151012,1.019808
GW151012,1.0648959
GW151012,0.2448529
GW151012,1.3727813
GW151012,1.0303335
GW151012,0.64814156
GW151012,1.0100673
GW151012,0.51050794
GW151012,0.48460913
GW151012,0.63445914
GW151012,0.97530925
GW151012,0.42792958
GW151012,0.96643615
GW151012,0.78597
GW151012,0.5005814
GW151012,1.8723905
GW151012,3.1572042
GW151012,-0.29762393
GW151012,0.74839324
GW151012,0.86148024
GW151012,0.06863117
GW151012,-0.04719508
GW151012,0.6811768
GW151012,0.8388837
GW151012,0.9742039
GW151012,1.6209242
GW151012,4.462444
GW151012,-0.21432233
GW151012,1.0149496
GW151012,0.7946984
GW151012,0.3740769
GW151012,2.2692091
GW151012,0.04168161
GW151012,0.23050687
GW151012,1.8091893
GW151012,2.580656
GW151012,0.18991603
GW151012,1.4169624
GW151012,1.8536284
GW151012,0.10742759
GW151012,0.2760899
GW151012,0.6070162
GW151012,0.5881355
GW151012,1.4982982
GW151012,0.75050515
GW151012,1.6755745
GW151012,0.9319688
GW151012,1.3087533
GW151012,1.4312205
GW151012,0.694134
GW151012,0.34010082
GW151012,0.3692027
GW151012,0.51883006
GW151012,0.3782079
GW151012,0.4217956
GW151012,0.4814617
GW151012,0.41750032
GW151012,0.75852025
GW151012,-0.03741942
GW151012,0.6830516
GW151012,0.31343174
GW151012,0.90883696
GW151012,0.9905875
GW151012,0.8548926
GW151012,0.89914644
GW151012,1.5847192
GW151012,0.7456363
GW151012,0.97581637
GW151012,0.90409607
GW151012,1.673189
GW151012,0.60529655
GW151012,0.6575935
GW151012,0.32663143
GW151012,0.2664361
GW151012,1.1769729
GW151012,1.0624814
GW151012,1.3854735
GW151012,0.84231174
GW151012,1.2664913
GW151012,1.4403604
GW151012,0.84564793
GW151012,1.2021607
GW151012,0.80594325
GW151012,0.2942052
